"","Month","Province_State","Doses_admin_yf","People_at_least_one_dose_yf","People_fully_vaccinated_yf","Total_additional_doses_yf","Doses_admin_yf_daily","People_at_least_one_dose_yf_daily","People_fully_vaccinated_yf_daily","Total_additional_doses_yf_daily"
"1138",2022-05-01,"Rhode Island",2267131,1053421,881676,478232,51409,10444,8112,11091
"1139",2022-06-01,"Rhode Island",2293689,1061666,886980,489505,26558,8245,5304,11273
"1140",2022-07-01,"Rhode Island",2325807,1070560,892278,496586,32118,8894,5298,7081
"1141",2022-08-01,"Rhode Island",2348488,1078700,898386,502982,22681,8140,6108,6396
"1142",2022-09-01,"Rhode Island",2406345,1088741,905621,510600,57857,10041,7235,7618
"1143",2022-10-01,"Rhode Island",2492251,1102624,914097,519891,85906,13883,8476,9291
"1144",2022-11-01,"Rhode Island",2564477,1112897,920559,529066,72226,10273,6462,9175
"1145",2022-12-01,"Rhode Island",2610412,1117782,925400,535288,45935,4885,4841,6222
"1146",2023-01-01,"Rhode Island",2635348,1121018,927799,539201,24936,3236,2399,3913
"1147",2023-02-01,"Rhode Island",2648334,1123112,929516,541640,12986,2094,1717,2439
"1148",2023-03-01,"Rhode Island",2650470,1123422,929813,542071,2136,310,297,431
"1149",2020-12-01,"South Carolina",48264,0,0,0,48264,0,0,0
"1150",2021-01-01,"South Carolina",407860,0,0,0,359596,0,0,0
"1151",2021-02-01,"South Carolina",1057969,725393,0,0,650109,725393,0,0
"1152",2021-03-01,"South Carolina",2124443,1387610,762621,0,1066474,662217,762621,0
"1153",2021-04-01,"South Carolina",3208817,1868700,1386994,0,1084374,481090,624373,0
"1154",2021-05-01,"South Carolina",3766415,2102724,1734405,0,557598,234024,347411,0
"1155",2021-06-01,"South Carolina",4182248,2272915,1984649,0,415833,170191,250244,0
"1156",2021-07-01,"South Carolina",4400784,2401300,2088129,0,218536,128385,103480,0
"1157",2021-08-01,"South Carolina",4802506,2653871,2227533,0,401722,252571,139404,0
"1158",2021-09-01,"South Carolina",5247575,2839917,2428728,0,445069,186046,201195,0
"1159",2021-10-01,"South Carolina",5708792,2961817,2570826,288810,461217,121900,142098,288810
"1160",2021-11-01,"South Carolina",6186384,3100338,2644436,548581,477592,138521,73610,259771
"1161",2021-12-01,"South Carolina",6713342,3231719,2735224,849471,526958,131381,90788,300890
"1162",2022-01-01,"South Carolina",7077047,3381543,2826535,1039626,363705,149824,91311,190155
"1163",2022-02-01,"South Carolina",7275980,3426687,2877420,1103397,198933,45144,50885,63771
"1164",2022-03-01,"South Carolina",7372162,3456425,2910479,1137236,96182,29738,33059,33839
"1165",2022-04-01,"South Carolina",7389658,3465183,2916631,1142725,17496,8758,6152,5489
"1166",2022-05-01,"South Carolina",7655623,3502095,2954046,1196897,265965,36912,37415,54172
"1167",2022-06-01,"South Carolina",7740968,3524535,2969391,1237291,85345,22440,15345,40394
"1168",2022-07-01,"South Carolina",7834417,3545149,2983656,1257342,93449,20614,14265,20051
"1169",2022-08-01,"South Carolina",7922341,3565730,3000393,1277038,87924,20581,16737,19696
"1170",2022-09-01,"South Carolina",8046544,3585398,3018158,1294322,124203,19668,17765,17284
"1171",2022-10-01,"South Carolina",8242168,3606342,3042157,1321855,195624,20944,23999,27533
"1172",2022-11-01,"South Carolina",8416601,3627416,3060371,1346939,174433,21074,18214,25084
"1173",2022-12-01,"South Carolina",8522851,3641946,3072719,1364967,106250,14530,12348,18028
"1174",2023-01-01,"South Carolina",8590681,3651672,3080272,1376062,67830,9726,7553,11095
"1175",2023-02-01,"South Carolina",8617535,3656418,3084236,1380786,26854,4746,3964,4724
"1176",2023-03-01,"South Carolina",8622561,3657269,3084933,1381680,5026,851,697,894
"1177",2020-12-01,"South Dakota",18743,0,0,0,18743,0,0,0
"1178",2021-01-01,"South Dakota",102847,0,0,0,84104,0,0,0
"1179",2021-02-01,"South Dakota",269289,178635,0,0,166442,178635,0,0
"1180",2021-03-01,"South Dakota",489525,304480,194684,0,220236,125845,194684,0
"1181",2021-04-01,"South Dakota",691904,393573,318790,0,202379,89093,124106,0
"1182",2021-05-01,"South Dakota",775974,426622,375341,0,84070,33049,56551,0
"1183",2021-06-01,"South Dakota",818156,446292,400737,0,42182,19670,25396,0
"1184",2021-07-01,"South Dakota",849931,466042,414977,0,31775,19750,14240,0
"1185",2021-08-01,"South Dakota",899312,496092,434057,0,49381,30050,19080,0
"1186",2021-09-01,"South Dakota",954292,522769,456671,0,54980,26677,22614,0
"1187",2021-10-01,"South Dakota",1027480,548914,465482,50015,73188,26145,8811,50015
"1188",2021-11-01,"South Dakota",1140967,589519,481463,110476,113487,40605,15981,60461
"1189",2021-12-01,"South Dakota",1261116,627309,505031,172309,120149,37790,23568,61833
"1190",2022-01-01,"South Dakota",1324773,653246,520608,201442,63657,25937,15577,29133
"1191",2022-02-01,"South Dakota",1354691,662651,529615,211618,29918,9405,9007,10176
"1192",2022-03-01,"South Dakota",1373393,668763,535051,218614,18702,6112,5436,6996
"1193",2022-04-01,"South Dakota",1412012,676358,543078,226090,38619,7595,8027,7476
"1194",2022-05-01,"South Dakota",1443706,682598,549213,232104,31694,6240,6135,6014
"1195",2022-06-01,"South Dakota",1464266,687768,553590,238344,20560,5170,4377,6240
"1196",2022-07-01,"South Dakota",1487132,693633,557782,243344,22866,5865,4192,5000
"1197",2022-08-01,"South Dakota",1507783,699563,562437,248112,20651,5930,4655,4768
"1198",2022-09-01,"South Dakota",1536133,708347,567557,252726,28350,8784,5120,4614
"1199",2022-10-01,"South Dakota",1596076,723219,574591,260596,59943,14872,7034,7870
"1200",2022-11-01,"South Dakota",1623890,730914,579419,265308,27814,7695,4828,4712
"1201",2022-12-01,"South Dakota",1656461,737890,583564,270467,32571,6976,4145,5159
"1202",2023-01-01,"South Dakota",1669619,740722,585332,272690,13158,2832,1768,2223
"1203",2023-02-01,"South Dakota",1676738,742398,586373,274027,7119,1676,1041,1337
"1204",2023-03-01,"South Dakota",1678911,742910,586708,274388,2173,512,335,361
"1205",2020-12-01,"Tennessee",76312,0,0,0,76312,0,0,0
"1206",2021-01-01,"Tennessee",574142,0,0,0,497830,0,0,0
"1207",2021-02-01,"Tennessee",1301529,845090,0,0,727387,845090,0,0
"1208",2021-03-01,"Tennessee",2596336,1677569,917989,0,1294807,832479,917989,0
"1209",2021-04-01,"Tennessee",3968801,2327527,1644492,0,1372465,649958,726503,0
"1210",2021-05-01,"Tennessee",4843465,2673199,2166173,0,874664,345672,521681,0
"1211",2021-06-01,"Tennessee",5263231,2840335,2410977,0,419766,167136,244804,0
"1212",2021-07-01,"Tennessee",5740190,3046898,2665810,0,476959,206563,254833,0
"1213",2021-08-01,"Tennessee",6260512,3356148,2833191,0,520322,309250,167381,0
"1214",2021-09-01,"Tennessee",6852825,3595035,3096464,0,592313,238887,263273,0
"1215",2021-10-01,"Tennessee",7457053,3723870,3254481,399343,604228,128835,158017,399343
"1216",2021-11-01,"Tennessee",8141958,3873071,3379781,775136,684905,149201,125300,375793
"1217",2021-12-01,"Tennessee",8922799,4010333,3507440,1230753,780841,137262,127659,455617
"1218",2022-01-01,"Tennessee",9325433,4138088,3599053,1447990,402634,127755,91613,217237
"1219",2022-02-01,"Tennessee",9589197,4188232,3657476,1544163,263764,50144,58423,96173
"1220",2022-03-01,"Tennessee",9714188,4215330,3688955,1590992,124991,27098,31479,46829
"1221",2022-04-01,"Tennessee",9946673,4244190,3720791,1634084,232485,28860,31836,43092
"1222",2022-05-01,"Tennessee",10115320,4263891,3740622,1665841,168647,19701,19831,31757
"1223",2022-06-01,"Tennessee",10224271,4283058,3752159,1704839,108951,19167,11537,38998
"1224",2022-07-01,"Tennessee",10344804,4303002,3764332,1728503,120533,19944,12173,23664
"1225",2022-08-01,"Tennessee",10446971,4322921,3780427,1749061,102167,19919,16095,20558
"1226",2022-09-01,"Tennessee",10625434,4342957,3797648,1769594,178463,20036,17221,20533
"1227",2022-10-01,"Tennessee",10861552,4360370,3813739,1794232,236118,17413,16091,24638
"1228",2022-11-01,"Tennessee",11058653,4377005,3826495,1818929,197101,16635,12756,24697
"1229",2022-12-01,"Tennessee",11173141,4388963,3835699,1834807,114488,11958,9204,15878
"1230",2023-01-01,"Tennessee",11219184,4395192,3840018,1841631,46043,6229,4319,6824
"1231",2023-02-01,"Tennessee",11247935,4400272,3843241,1846161,28751,5080,3223,4530
"1232",2023-03-01,"Tennessee",11253340,4401380,3843967,1847088,5405,1108,726,927
"1233",2020-12-01,"Texas",469055,0,0,0,469055,0,0,0
"1234",2021-01-01,"Texas",2340658,0,0,0,1871603,0,0,0
"1235",2021-02-01,"Texas",5394961,3445638,0,0,3054303,3445638,0,0
"1236",2021-03-01,"Texas",11357324,7336199,3863243,0,5962363,3890561,3863243,0
"1237",2021-04-01,"Texas",18622188,10999257,7654594,0,7264864,3663058,3791351,0
"1238",2021-05-01,"Texas",22942135,12804890,10272326,0,4319947,1805633,2617732,0
"1239",2021-06-01,"Texas",25616731,13935870,11888907,0,2674596,1130980,1616581,0
"1240",2021-07-01,"Texas",27335628,14922919,12684799,0,1718897,987049,795892,0
"1241",2021-08-01,"Texas",30093382,16531659,13718810,0,2757754,1608740,1034011,0
"1242",2021-09-01,"Texas",32240727,17270662,14791912,0,2147345,739003,1073102,0
"1243",2021-10-01,"Texas",34509513,17794025,15467426,1448444,2268786,523362,675514,1448444
"1244",2021-11-01,"Texas",37168693,18563346,15842958,2816401,2659180,769321,375532,1367957
"1245",2021-12-01,"Texas",40612073,19372135,16517363,4639917,3443380,808789,674405,1823516
"1246",2022-01-01,"Texas",43069686,20201379,17057356,5820798,2457613,829244,539993,1180881
"1247",2022-02-01,"Texas",44384262,20598115,17414536,6223559,1314576,396736,357180,402761
"1248",2022-03-01,"Texas",45197271,20904229,17622693,6469123,813009,306114,208157,245564
"1249",2022-04-01,"Texas",46700787,21189193,17802820,6767741,1503516,284964,180127,298618
"1250",2022-05-01,"Texas",47562390,21388766,17948410,6907556,861603,199573,145590,139815
"1251",2022-06-01,"Texas",48172893,21564865,17985119,6907556,610503,176099,36709,0
"1252",2022-07-01,"Texas",48263907,21590362,17985119,6907556,91014,25497,0,0
"1253",2022-08-01,"Texas",48263907,21590362,17985119,6907556,0,0,0,0
"1254",2022-09-01,"Texas",48635364,21689672,18048297,6907556,371457,99309,63177,0
"1255",2022-10-01,"Texas",49144469,21774546,18108287,6907556,509105,84874,59990,0
"1256",2022-11-01,"Texas",50850219,21941602,18225780,7168507,1705750,167056,117493,260950
"1257",2022-12-01,"Texas",51483870,22049683,18278939,7294086,633651,108081,53159,125579
"1258",2023-01-01,"Texas",51851343,22116963,18314677,7371960,367473,67280,35738,77874
"1259",2023-02-01,"Texas",52041424,22166171,18343399,7412353,190081,49208,28722,40393
"1260",2023-03-01,"Texas",52081992,22177657,18349419,7421038,40568,11486,6020,8685
"1261",2020-12-01,"Utah",20268,0,0,0,20268,0,0,0
"1262",2021-01-01,"Utah",286501,0,0,0,266233,0,0,0
"1263",2021-02-01,"Utah",687876,391510,0,0,401375,391510,0,0
"1264",2021-03-01,"Utah",1327257,813926,365762,0,639381,422416,365762,0
"1265",2021-04-01,"Utah",2116081,1254474,749497,0,788824,440548,383735,0
"1266",2021-05-01,"Utah",2562678,1440481,1026795,0,446597,186007,277298,0
"1267",2021-06-01,"Utah",2843062,1558776,1193931,0,280384,118295,167136,0
"1268",2021-07-01,"Utah",2993689,1663466,1432276,0,150627,104690,238345,0
"1269",2021-08-01,"Utah",3228876,1803343,1522941,0,235187,139877,90665,0
"1270",2021-09-01,"Utah",3423410,1888164,1620010,0,194534,84821,97069,0
"1271",2021-10-01,"Utah",3699220,1959857,1717730,121646,275810,71693,97720,121646
"1272",2021-11-01,"Utah",4016039,2048134,1772762,290728,316819,88277,55032,169082
"1273",2021-12-01,"Utah",4522177,2160299,1885083,567274,506138,112165,112321,276546
"1274",2022-01-01,"Utah",4789098,2234043,1944360,721415,266921,73744,59277,154141
"1275",2022-02-01,"Utah",5062215,2281941,2028002,866416,273117,47898,83642,145001
"1276",2022-03-01,"Utah",5121659,2295815,2044520,892227,59444,13874,16518,25811
"1277",2022-04-01,"Utah",5211900,2311253,2060334,916579,90241,15438,15814,24352
"1278",2022-05-01,"Utah",5272475,2319961,2068472,930144,60575,8708,8138,13565
"1279",2022-06-01,"Utah",5359742,2332709,2077866,956934,87267,12748,9394,26790
"1280",2022-07-01,"Utah",5418899,2345108,2083392,969557,59157,12399,5525,12623
"1281",2022-08-01,"Utah",5502217,2360985,2095060,988236,83318,15877,11668,18679
"1282",2022-09-01,"Utah",5612100,2372764,2104343,1000788,109883,11779,9283,12552
"1283",2022-10-01,"Utah",5777923,2383502,2114277,1017859,165823,10738,9934,17071
"1284",2022-11-01,"Utah",5947822,2395750,2124492,1041078,169899,12248,10215,23219
"1285",2022-12-01,"Utah",6037264,2404143,2131099,1055461,89442,8393,6607,14383
"1286",2023-01-01,"Utah",6081909,2408913,2134941,1062814,44645,4770,3842,7353
"1287",2023-02-01,"Utah",6119660,2415109,2140735,1069714,37751,6196,5794,6900
"1288",2023-03-01,"Utah",6123446,2415738,2141235,1070397,3786,629,500,683
"1289",2020-12-01,"Vermont",9154,0,0,0,9154,0,0,0
"1290",2021-01-01,"Vermont",63777,0,0,0,54623,0,0,0
"1291",2021-02-01,"Vermont",156929,101529,0,0,93152,101529,0,0
"1292",2021-03-01,"Vermont",323388,206956,114662,0,166459,105427,114662,0
"1293",2021-04-01,"Vermont",556060,340072,229298,0,232672,133116,114636,0
"1294",2021-05-01,"Vermont",768866,438178,345799,0,212806,98106,116501,0
"1295",2021-06-01,"Vermont",851249,461022,408966,0,82383,22844,63167,0
"1296",2021-07-01,"Vermont",869487,470908,420972,0,18238,9886,12006,0
"1297",2021-08-01,"Vermont",873437,474738,423508,0,3949,3830,2535,0
"1298",2021-09-01,"Vermont",895993,484397,433054,0,22556,9659,9546,0
"1299",2021-10-01,"Vermont",974504,496903,444177,59703,78511,12506,11123,59703
"1300",2021-11-01,"Vermont",1119023,532935,454670,157980,144519,36032,10493,98277
"1301",2021-12-01,"Vermont",1249496,557157,482925,235609,130473,24222,28255,77629
"1302",2022-01-01,"Vermont",1323629,574406,495233,281862,74133,17249,12308,46253
"1303",2022-02-01,"Vermont",1346419,578412,499783,292440,22790,4006,4550,10578
"1304",2022-03-01,"Vermont",1360149,579102,502645,298490,13730,689,2862,6050
"1305",2022-04-01,"Vermont",1402293,583008,506143,305066,42144,3906,3498,6576
"1306",2022-05-01,"Vermont",1440589,586885,509334,311432,38296,3877,3191,6366
"1307",2022-06-01,"Vermont",1464721,590296,511560,318245,24132,3411,2226,6813
"1308",2022-07-01,"Vermont",1485591,595083,513454,322284,20870,4787,1894,4039
"1309",2022-08-01,"Vermont",1503262,598169,516250,325887,17671,3086,2796,3603
"1310",2022-09-01,"Vermont",1548905,601608,519708,331292,45643,3439,3458,5405
"1311",2022-10-01,"Vermont",1626680,608269,525146,339295,77775,6660,5438,8003
"1312",2022-11-01,"Vermont",1681335,612791,528589,346298,54655,4522,3443,7003
"1313",2022-12-01,"Vermont",1718359,617699,532166,351797,37024,4908,3577,5499
"1314",2023-01-01,"Vermont",1734768,619779,533740,354407,16409,2080,1574,2610
"1315",2023-02-01,"Vermont",1743800,621370,534898,355981,9032,1591,1158,1574
"1316",2023-03-01,"Vermont",1745559,621665,535103,356314,1759,295,205,333
"1317",2020-12-01,"Virginia",65895,0,0,0,65895,0,0,0
"1318",2021-01-01,"Virginia",785920,0,0,0,720025,0,0,0
"1319",2021-02-01,"Virginia",2002734,1316987,0,0,1216814,1316987,0,0
"1320",2021-03-01,"Virginia",3977862,2620816,1428643,0,1975128,1303829,1428643,0
"1321",2021-04-01,"Virginia",6540658,3979508,2739248,0,2562796,1358692,1310605,0
"1322",2021-05-01,"Virginia",8335508,4709057,3839383,0,1794850,729549,1100135,0
"1323",2021-06-01,"Virginia",9215489,5030262,4410805,0,879981,321205,571422,0
"1324",2021-07-01,"Virginia",9660361,5255419,4644755,0,444872,225157,233950,0
"1325",2021-08-01,"Virginia",10224691,5567591,4880215,0,564330,312172,235460,0
"1326",2021-09-01,"Virginia",10862738,5833414,5164932,0,638047,265823,284717,0
"1327",2021-10-01,"Virginia",11742275,6063470,5379511,533296,879537,230056,214579,533296
"1328",2021-11-01,"Virginia",13075460,6444314,5537205,1295552,1333185,380844,157694,762256
"1329",2021-12-01,"Virginia",14449479,6740349,5800214,2096635,1374019,296035,263009,801083
"1330",2022-01-01,"Virginia",15284804,7096495,6023496,2587944,835325,356146,223282,491309
"1331",2022-02-01,"Virginia",15876527,7209807,6143746,2803273,591723,113312,120250,215329
"1332",2022-03-01,"Virginia",16064392,7254989,6190952,2881558,187865,45182,47206,78285
"1333",2022-04-01,"Virginia",16462165,7309553,6242700,2947374,397773,54564,51748,65816
"1334",2022-05-01,"Virginia",16819092,7357428,6289028,3011903,356927,47875,46328,64529
"1335",2022-06-01,"Virginia",16985707,7404626,6306266,3152552,166615,47198,17238,140649
"1336",2022-07-01,"Virginia",17195731,7457473,6330138,3199908,210023,52847,23871,47356
"1337",2022-08-01,"Virginia",17345797,7488632,6355967,3235763,150066,31159,25829,35855
"1338",2022-09-01,"Virginia",17767824,7539576,6403231,3289500,422027,50944,47264,53737
"1339",2022-10-01,"Virginia",18323033,7605201,6448980,3345005,555209,65625,45749,55505
"1340",2022-11-01,"Virginia",18865230,7688767,6487551,3407137,542197,83566,38571,62132
"1341",2022-12-01,"Virginia",19227095,7730309,6514390,3450622,361865,41542,26839,43485
"1342",2023-01-01,"Virginia",19390662,7758050,6529788,3475262,163567,27741,15398,24640
"1343",2023-02-01,"Virginia",19465727,7770819,6539379,3487948,75065,12769,9591,12686
"1344",2023-03-01,"Virginia",19466660,7771536,6539579,3488228,933,717,200,280
"1345",2020-12-01,"Washington",54219,0,0,0,54219,0,0,0
"1346",2021-01-01,"Washington",643951,0,0,0,589732,0,0,0
"1347",2021-02-01,"Washington",1666839,1105687,0,0,1022888,1105687,0,0
"1348",2021-03-01,"Washington",3537203,2250118,1337435,0,1870364,1144431,1337435,0
"1349",2021-04-01,"Washington",5747171,3487638,2409840,0,2209968,1237520,1072405,0
"1350",2021-05-01,"Washington",7615957,4303802,3531161,0,1868786,816164,1121321,0
"1351",2021-06-01,"Washington",8543021,4654544,4141884,0,927064,350742,610723,0
"1352",2021-07-01,"Washington",8989245,4863756,4382753,0,446224,209212,240869,0
"1353",2021-08-01,"Washington",9488087,5159394,4577886,0,498842,295638,195133,0
"1354",2021-09-01,"Washington",9684560,5210888,4668310,0,196473,51494,90424,0
"1355",2021-10-01,"Washington",10325750,5283021,4834034,492638,641189,72132,165723,492638
"1356",2021-11-01,"Washington",11268717,5520316,4939606,1111668,942967,237295,105572,619030
"1357",2021-12-01,"Washington",12580215,5760712,5171727,1957263,1311498,240396,232121,845595
"1358",2022-01-01,"Washington",13378145,5986782,5324878,2492546,797930,226070,153151,535283
"1359",2022-02-01,"Washington",13839295,6070221,5437448,2714001,461150,83439,112570,221455
"1360",2022-03-01,"Washington",14041205,6113068,5486067,2813568,201910,42847,48619,99567
"1361",2022-04-01,"Washington",14438545,6149327,5524269,2882512,397340,36259,38202,68944
"1362",2022-05-01,"Washington",14765550,6179933,5551605,2936393,327005,30606,27336,53881
"1363",2022-06-01,"Washington",15006296,6220518,5563941,3036119,240746,40585,12336,99726
"1364",2022-07-01,"Washington",15213278,6267292,5579997,3081450,206982,46774,16056,45331
"1365",2022-08-01,"Washington",15378264,6301004,5609905,3118928,164986,33712,29908,37478
"1366",2022-09-01,"Washington",15759837,6342285,5645493,3160919,381573,41281,35588,41991
"1367",2022-10-01,"Washington",16407406,6386479,5704493,3224636,647569,44194,59000,63717
"1368",2022-11-01,"Washington",16979136,6432738,5742552,3291610,571730,46259,38059,66974
"1369",2022-12-01,"Washington",17293339,6462376,5766796,3334585,314203,29638,24244,42975
"1370",2023-01-01,"Washington",17450187,6481331,5782654,3364320,156848,18955,15858,29735
"1371",2023-02-01,"Washington",17535182,6493153,5793012,3380762,84995,11822,10358,16442
"1372",2023-03-01,"Washington",17550630,6495373,5795079,3383989,15448,2220,2067,3227
"1373",2020-12-01,"West Virginia",47789,0,0,0,47789,0,0,0
"1374",2021-01-01,"West Virginia",256401,0,0,0,208612,0,0,0
"1375",2021-02-01,"West Virginia",526059,314571,0,0,269658,314571,0,0
"1376",2021-03-01,"West Virginia",866037,530858,334096,0,339978,216287,334096,0
"1377",2021-04-01,"West Virginia",1160310,637946,534200,0,294273,107088,200104,0
"1378",2021-05-01,"West Virginia",1314091,727759,609465,0,153781,89813,75265,0
"1379",2021-06-01,"West Virginia",1415786,780761,665431,0,101695,53002,55966,0
"1380",2021-07-01,"West Virginia",1487068,824654,699470,0,71282,43893,34039,0
"1381",2021-08-01,"West Virginia",1513136,843081,710263,0,26068,18427,10793,0
"1382",2021-09-01,"West Virginia",1547191,862680,723892,0,34055,19599,13629,0
"1383",2021-10-01,"West Virginia",1590407,877316,735285,44598,43216,14636,11393,44598
"1384",2021-11-01,"West Virginia",1690796,966073,744422,57752,100389,88757,9137,13154
"1385",2021-12-01,"West Virginia",2657470,1185094,1038985,369484,966674,219021,294563,311732
"1386",2022-01-01,"West Virginia",2657470,1185094,1038985,427686,0,0,0,58202
"1387",2022-02-01,"West Virginia",2657470,1185094,1038985,448963,0,0,0,21277
"1388",2022-03-01,"West Virginia",2659677,1185094,1038985,460537,2206,0,0,11574
"1389",2022-04-01,"West Virginia",2721674,1185094,1038985,471290,61997,0,0,10753
"1390",2022-05-01,"West Virginia",2767206,1185094,1038985,479657,45532,0,0,8367
"1391",2022-06-01,"West Virginia",2798020,1185094,1041469,487260,30814,0,2483,7603
"1392",2022-07-01,"West Virginia",2828445,1185094,1045418,493589,30425,0,3949,6329
"1393",2022-08-01,"West Virginia",2857156,1185820,1050375,501261,28711,725,4957,7672
"1394",2022-09-01,"West Virginia",2901813,1191144,1054914,506667,44657,5324,4539,5406
"1395",2022-10-01,"West Virginia",2976189,1197141,1060552,515084,74376,5997,5638,8417
"1396",2022-11-01,"West Virginia",3032484,1202691,1064783,522307,56295,5550,4231,7223
"1397",2022-12-01,"West Virginia",3063510,1206016,1067318,526445,31026,3325,2535,4138
"1398",2023-01-01,"West Virginia",3079475,1208402,1068944,528768,15965,2386,1626,2323
"1399",2023-02-01,"West Virginia",3086759,1209789,1069865,529954,7284,1387,921,1186
"1400",2023-03-01,"West Virginia",3087899,1210013,1070043,530178,1140,224,178,224
"1401",2020-12-01,"Wisconsin",37446,0,0,0,37446,0,0,0
"1402",2021-01-01,"Wisconsin",450251,0,0,0,412805,0,0,0
"1403",2021-02-01,"Wisconsin",1421435,937388,0,0,971184,937388,0,0
"1404",2021-03-01,"Wisconsin",2870834,1829412,1065710,0,1449399,892024,1065710,0
"1405",2021-04-01,"Wisconsin",4580372,2636880,2011920,0,1709538,807468,946210,0
"1406",2021-05-01,"Wisconsin",5472821,2971946,2590260,0,892449,335066,578340,0
"1407",2021-06-01,"Wisconsin",5898378,3118698,2874356,0,425557,146752,284096,0
"1408",2021-07-01,"Wisconsin",6154462,3233319,3011405,0,256084,114621,137049,0
"1409",2021-08-01,"Wisconsin",6463614,3409456,3139952,0,309152,176137,128547,0
"1410",2021-09-01,"Wisconsin",6776038,3544975,3283093,0,312424,135519,143141,0
"1411",2021-10-01,"Wisconsin",7341635,3647952,3392589,426395,565597,102977,109496,426395
"1412",2021-11-01,"Wisconsin",8186207,3830306,3462365,1002421,844572,182354,69776,576026
"1413",2021-12-01,"Wisconsin",9114543,3972346,3607515,1600126,928336,142040,145150,597705
"1414",2022-01-01,"Wisconsin",9652740,4094717,3700443,1940532,538197,122371,92928,340406
"1415",2022-02-01,"Wisconsin",9865119,4137548,3760578,2044128,212379,42831,60135,103596
"1416",2022-03-01,"Wisconsin",9974930,4158635,3788693,2098237,109811,21087,28115,54109
"1417",2022-04-01,"Wisconsin",10252646,4180949,3815607,2141338,277716,22314,26914,43101
"1418",2022-05-01,"Wisconsin",10488778,4199115,3834767,2176093,236132,18166,19160,34755
"1419",2022-06-01,"Wisconsin",10648880,4215615,3849301,2211820,160102,16500,14534,35727
"1420",2022-07-01,"Wisconsin",10787277,4239869,3862058,2237410,138397,24254,12757,25590
"1421",2022-08-01,"Wisconsin",10907746,4259254,3877760,2264483,120469,19385,15702,27073
"1422",2022-09-01,"Wisconsin",11122710,4281697,3896909,2288365,214964,22443,19149,23882
"1423",2022-10-01,"Wisconsin",11583812,4309109,3922737,2324998,461102,27412,25828,36633
"1424",2022-11-01,"Wisconsin",11929613,4337167,3942572,2359437,345801,28058,19835,34439
"1425",2022-12-01,"Wisconsin",12187825,4359529,3957621,2389816,258212,22362,15049,30379
"1426",2023-01-01,"Wisconsin",12289372,4369102,3965685,2405177,101547,9573,8064,15361
"1427",2023-02-01,"Wisconsin",12345487,4375414,3971339,2415037,56115,6312,5654,9860
"1428",2023-03-01,"Wisconsin",12354746,4376529,3972425,2416803,9259,1115,1086,1766
"1429",2020-12-01,"Wyoming",4109,0,0,0,4109,0,0,0
"1430",2021-01-01,"Wyoming",49166,0,0,0,45057,0,0,0
"1431",2021-02-01,"Wyoming",151584,97414,0,0,102418,97414,0,0
"1432",2021-03-01,"Wyoming",261963,156638,104805,0,110379,59224,104805,0
"1433",2021-04-01,"Wyoming",353401,195885,158672,0,91438,39247,53867,0
"1434",2021-05-01,"Wyoming",395615,214360,184183,0,42214,18475,25511,0
"1435",2021-06-01,"Wyoming",421694,226839,198897,0,26079,12479,14714,0
"1436",2021-07-01,"Wyoming",446581,240961,211874,0,24887,14122,12977,0
"1437",2021-08-01,"Wyoming",474150,259857,222156,0,27569,18896,10282,0
"1438",2021-09-01,"Wyoming",519093,280165,240319,0,44943,20308,18163,0
"1439",2021-10-01,"Wyoming",568969,294093,253968,30348,49876,13928,13649,30348
"1440",2021-11-01,"Wyoming",630922,309914,263454,68188,61953,15821,9486,37840
"1441",2021-12-01,"Wyoming",684672,323245,275046,98480,53750,13331,11592,30292
"1442",2022-01-01,"Wyoming",715408,331208,288323,116078,30736,7963,13277,17598
"1443",2022-02-01,"Wyoming",730697,335573,292813,121778,15289,4365,4490,5700
"1444",2022-03-01,"Wyoming",738861,337851,295443,125611,8164,2278,2630,3833
"1445",2022-04-01,"Wyoming",752454,338426,296726,128482,13593,575,1283,2871
"1446",2022-05-01,"Wyoming",752931,338426,296726,128844,476,0,0,361
"1447",2022-06-01,"Wyoming",762502,339519,297330,132197,9571,1092,603,3353
"1448",2022-07-01,"Wyoming",770927,341430,298566,133955,8425,1911,1236,1758
"1449",2022-08-01,"Wyoming",777374,342597,300039,135525,6447,1167,1473,1570
"1450",2022-09-01,"Wyoming",789295,344381,301310,136973,11921,1784,1271,1448
"1451",2022-10-01,"Wyoming",813579,346922,303354,139766,24284,2541,2044,2793
"1452",2022-11-01,"Wyoming",833666,349841,305238,142443,20087,2919,1884,2677
"1453",2022-12-01,"Wyoming",844861,351498,306301,144030,11195,1657,1063,1587
"1454",2023-01-01,"Wyoming",847465,352043,306623,144514,2604,545,322,484
"1455",2023-02-01,"Wyoming",849352,352618,306903,144843,1887,575,280,329
"1456",2023-03-01,"Wyoming",849605,352696,306951,144893,253,78,48,50
"1457",2020-12-01,"American Samoa",869,0,0,0,869,0,0,0
"1458",2021-01-01,"American Samoa",9925,0,0,0,9056,0,0,0
"1459",2021-02-01,"American Samoa",20338,12354,0,0,10413,12354,0,0
"1460",2021-03-01,"American Samoa",29079,17718,11460,0,8741,5364,11460,0
"1461",2021-04-01,"American Samoa",38337,21552,16914,0,9258,3834,5454,0
"1462",2021-05-01,"American Samoa",42511,23419,19251,0,4174,1867,2337,0
